tconst,titleType,primaryTitle,startYear,genres,averageRating,numVotes
tt4572820,movie,For the Love of Spock,2016,"Biography,Documentary",7.6,4976
tt0110588,movie,Mrs. Parker and the Vicious Circle,1994,"Biography,Drama",6.4,4975
tt1753584,movie,Sexual Chronicles of a French Family,2012,"Comedy,Drama,Romance",5.2,4975
tt0469318,movie,Dark Country,2009,"Crime,Mystery,Thriller",5.3,4972
tt2083231,movie,Java Heat,2013,"Action,Adventure,Crime",5.1,4971
tt2323964,movie,Mere Dad Ki Maruti,2013,"Comedy,Drama,Romance",6.4,4969
tt0782037,movie,Dabbe,2006,"Horror,Thriller",4.3,4969
tt0255198,movie,Godzilla vs. Megaguirus,2000,"Action,Sci-Fi,Thriller",6.0,4968
tt0281190,movie,Shottas,2002,"Action,Crime,Drama",6.1,4967
tt6556576,movie,Monster Party,2018,"Horror,Thriller",5.5,4967
tt13964404,movie,Horror in the High Desert,2021,"Horror,Thriller",5.4,4967
tt22543124,movie,Kuch Khattaa Ho Jaay,2024,Comedy,5.5,4966
tt11311958,movie,Mookuthi Amman,2020,"Comedy,Drama,Fantasy",6.6,4965
tt27139868,movie,Yo Yo Honey Singh: Famous,2024,"Documentary,Drama",6.8,4964
tt14318430,movie,Why Did You Kill Me?,2021,"Crime,Documentary",5.6,4964
tt0103295,movie,Swordsman II,1992,"Action,Comedy,Fantasy",7.1,4963
tt4412362,movie,My Big Night,2015,"Comedy,Romance",6.1,4962
tt3739110,movie,The Yellow Birds,2017,"Drama,War",5.8,4962
tt11586384,movie,Masking Threshold,2021,"Drama,Fantasy,Horror",5.7,4962
tt13309978,movie,Superhost,2021,"Comedy,Horror,Thriller",5.5,4962
tt1900893,movie,Himizu,2011,"Crime,Drama,Mystery",7.0,4961
tt26655359,movie,Malayalee from India,2024,"Action,Comedy,Drama",5.6,4961
tt0106305,movie,The Red Squirrel,1993,"Comedy,Drama,Music",7.1,4958
tt1337366,movie,Nokas,2010,"Action,Biography,Crime",6.4,4957
tt0790663,movie,The First Grader,2010,"Biography,Drama,Romance",7.4,4955
tt19853698,movie,Música,2024,"Comedy,Music,Romance",6.4,4955
tt0093828,movie,Real Men,1987,"Action,Comedy,Sci-Fi",6.0,4955
tt2968804,movie,Drive Hard,2014,"Action,Comedy,Crime",4.4,4954
tt0103743,movie,The Eight Immortals Restaurant: The Untold Story,1993,"Comedy,Crime,Horror",6.8,4953
tt0112365,movie,Angels and Insects,1995,"Drama,Romance",6.8,4952
tt7600382,movie,Ride Like a Girl,2019,"Biography,Drama,Sport",7.0,4950
tt4199898,movie,Playmobil: The Movie,2019,"Adventure,Animation,Comedy",4.9,4949
tt0403016,movie,Supercross,2005,"Action,Drama,Romance",4.4,4949
tt13259610,movie,The Outwaters,2022,"Horror,Sci-Fi,Thriller",3.9,4949
tt1826603,movie,Asmaa,2011,Drama,8.1,4948
tt1325014,movie,The People vs. George Lucas,2010,"Comedy,Documentary",6.6,4948
tt3734580,movie,Ghoomketu,2020,Comedy,4.9,4948
tt0493247,movie,Origin: Spirits of the Past,2006,"Adventure,Animation,Drama",6.3,4947
tt0374298,movie,The Turkish Gambit,2005,"Action,Drama,Mystery",6.9,4946
tt0451787,movie,Kyon Ki...,2005,"Drama,Romance",5.5,4946
tt28301898,movie,Blame the Game,2024,"Comedy,Thriller",5.4,4946
tt0097527,movie,House III: The Horror Show,1989,Horror,5.1,4944
tt8188872,movie,Varathan,2018,"Action,Drama,Thriller",7.5,4943
tt4538670,movie,In Full Bloom,2019,"Action,Crime,Drama",5.5,4943
tt0758732,movie,Beaufort,2007,"Action,Drama,War",6.7,4942
tt2245151,movie,Supremacy,2014,"Drama,Thriller",5.7,4942
tt1728239,movie,Double Dhamaal,2011,"Comedy,Crime,Drama",4.0,4942
tt4966046,movie,Awaken the Shadowman,2017,"Horror,Thriller",3.7,4942
tt0468795,movie,Linda Linda Linda,2005,"Comedy,Drama,Music",7.5,4940
tt0115633,movie,Bastard Out of Carolina,1996,Drama,7.3,4940
tt0105411,movie,Simple Men,1992,"Crime,Drama,Romance",7.1,4940
tt0286516,movie,Respiro,2002,Drama,7.0,4940
tt23642740,movie,Night Courier,2023,"Comedy,Crime,Drama",7.4,4939
tt9320226,movie,Yuvarathnaa,2021,"Action,Drama",6.3,4939
tt9831136,movie,The Banana Splits Movie,2019,"Comedy,Horror,Thriller",5.1,4938
tt9902160,movie,Herself,2020,Drama,7.0,4935
tt1249171,movie,Global Metal,2008,"Documentary,Music",7.9,4934
tt8563452,movie,Crypto,2019,"Crime,Drama,Thriller",5.2,4933
tt0112389,movie,The Thief and the Cobbler,1993,"Action,Adventure,Animation",7.1,4932
tt0079891,movie,The Shaolin Temple,1982,"Action,Comedy,Drama",6.8,4929
tt12663250,movie,Yaksha: Ruthless Operations,2022,"Action,Crime,Thriller",6.3,4929
tt10508838,movie,Double World,2020,"Action,Adventure,Fantasy",6.2,4928
tt1368858,movie,The Forger,2012,"Drama,Family,Mystery",5.3,4928
tt7524414,movie,Beats,2019,"Comedy,Crime,Drama",7.1,4925
tt18353064,movie,Chokehold,2023,"Drama,Thriller",5.7,4925
tt4337414,movie,Gopala Gopala,2015,"Comedy,Drama,Fantasy",7.2,4924
tt1664809,movie,Rakta Charitra,2010,"Action,Biography,Crime",7.6,4922
tt0833960,movie,Gardens of the Night,2008,Drama,6.8,4922
tt0359715,movie,My Best Friend's Birthday,1987,Comedy,5.5,4921
tt0263725,movie,Me Without You,2001,Drama,6.7,4920
tt8108164,movie,Ek Ladki Ko Dekha Toh Aisa Laga,2019,"Crime,Drama",5.6,4920
tt0119908,movie,Poison Ivy: The New Seduction,1997,"Drama,Thriller",4.8,4920
tt9742334,movie,Brochevarevarura,2019,Comedy,8.0,4919
tt0119092,movie,Face,1997,"Crime,Drama,Thriller",6.6,4919
tt2980626,movie,Twinsters,2015,"Biography,Documentary",7.5,4918
tt0427339,movie,"Hawaii, Oslo",2004,Drama,7.0,4918
tt6688136,movie,Expedition Happiness,2017,Documentary,5.9,4918
tt11213600,movie,Sardar Ka Grandson,2021,"Comedy,Drama,Romance",4.3,4917
tt0089371,movie,Mr. Vampire,1985,"Action,Comedy,Fantasy",7.3,4916
tt0275067,movie,Wendigo,2001,"Horror,Mystery,Thriller",5.1,4916
tt2024506,movie,Straight A's,2013,"Comedy,Drama",5.6,4915
tt0092710,movie,Burglar,1987,"Comedy,Crime",5.1,4914
tt1176724,movie,Across the Hall,2009,"Horror,Mystery,Thriller",5.8,4913
tt0455958,movie,The Groomsmen,2006,"Comedy,Drama,Music",6.0,4911
tt0114055,movie,Peculiarities of the National Hunt,1995,Comedy,7.4,4910
tt0924317,movie,Thief of Yama,2007,"Action,Comedy,Fantasy",7.2,4910
tt0083001,movie,Roar,1981,"Adventure,Comedy,Thriller",6.1,4910
tt14781176,movie,The 8th Night,2021,"Horror,Thriller",5.3,4910
tt3705822,movie,Moontrap: Target Earth,2017,"Action,Adventure,Horror",2.8,4910
tt2007360,movie,Computer Chess,2013,Comedy,6.2,4909
tt2625598,movie,Living on One Dollar,2013,"Adventure,Documentary,Drama",7.3,4908
tt0211492,movie,The Luzhin Defence,2000,"Drama,Romance",6.8,4907
tt0094642,movie,American Gothic,1987,Horror,5.8,4907
tt7068818,movie,The Houses October Built 2,2017,Horror,4.6,4907
tt4644382,movie,Monkey King: Hero Is Back,2015,"Action,Adventure,Animation",6.7,4905
tt0265713,movie,"Scotland, Pa.",2001,"Comedy,Crime",6.6,4905
tt1330018,movie,The Book of Love,2016,Drama,6.0,4905
tt6662736,movie,What They Had,2018,Drama,6.7,4904
tt6338476,movie,Lost in London,2017,"Comedy,Drama",6.1,4904
tt1340425,movie,DMT: The Spirit Molecule,2010,Documentary,7.1,4903
tt0876294,movie,Zombie Diaries,2006,"Horror,Sci-Fi",4.0,4903
tt0456340,movie,Chaotic Ana,2007,"Drama,Mystery,Romance",6.3,4902
tt0084228,movie,Labyrinth of Passion,1982,"Comedy,Drama,Romance",6.1,4902
tt0318725,movie,Fear and Trembling,2003,"Comedy,Drama",7.0,4901
tt0404163,movie,Even Money,2006,"Crime,Drama",5.8,4899
tt1764141,movie,Cairo 678,2010,Drama,7.4,4898
tt10482504,movie,The Trip to Greece,2020,"Comedy,Drama",6.5,4898
tt0092842,movie,Dead of Winter,1987,"Drama,Horror,Thriller",6.2,4898
tt3960240,movie,The After Party,2018,"Comedy,Music",5.8,4898
tt0084867,movie,Vigilante,1982,"Action,Crime,Thriller",6.5,4897
tt0382073,movie,Heights,2005,"Drama,Romance",6.8,4896
tt10171472,movie,Goodrich,2024,"Comedy,Drama",6.3,4896
tt0081178,movie,The Monster Club,1981,"Comedy,Horror,Musical",5.9,4896
tt18162096,movie,Do Not Expect Too Much from the End of the World,2023,"Comedy,Drama",7.4,4894
tt15494038,movie,Drifting Home,2022,"Adventure,Animation,Drama",6.3,4893
tt4630444,movie,Being Charlie,2015,"Drama,Romance",6.2,4893
tt13223248,movie,Amazon Queen,2021,"Action,Drama",4.9,4893
tt1528312,movie,Route Irish,2010,"Action,Drama,Thriller",6.4,4892
tt12680508,movie,Minor Premise,2020,"Drama,Sci-Fi,Thriller",5.1,4892
tt0088961,movie,Creature,1985,"Horror,Sci-Fi",4.4,4891
tt5914996,movie,No Game No Life: Zero,2017,"Adventure,Animation,Drama",7.3,4889
tt3643544,movie,Glass Jaw,2018,"Drama,Sport,Thriller",5.2,4889
tt0081112,movie,Eaten Alive!,1980,"Adventure,Horror",5.1,4889
tt0119626,movie,Martín (Hache),1997,Drama,7.6,4888
tt0356336,movie,Secret Agents,2004,"Action,Crime,Thriller",5.4,4888
tt0233856,movie,Hello Brother,1999,"Action,Comedy,Fantasy",4.7,4888
tt0096386,movie,Life Is a Long Quiet River,1988,Comedy,6.8,4887
tt1251743,movie,Salvation Boulevard,2011,"Comedy,Crime,Drama",5.3,4887
tt15412828,movie,Holes in the Sky: The Sean Miller Story,2021,Horror,4.6,4887
tt0466766,movie,Drive Thru,2007,"Comedy,Horror",4.5,4887
tt0119004,movie,Don's Plum,2001,"Comedy,Drama",5.5,4886
tt0082378,movie,Final Exam,1981,"Horror,Thriller",4.6,4886
tt2474310,movie,Land of Storms,2014,"Drama,Romance,Sport",6.8,4885
tt1151915,movie,Nothing Like the Holidays,2008,"Comedy,Drama,Romance",6.1,4885
tt0116014,movie,Forbidden City Cop,1996,"Action,Comedy,Fantasy",6.9,4883
tt23638614,movie,Unsung Hero,2024,"Drama,Family",7.0,4882
tt5606538,movie,Confidential Assignment,2017,"Action,Comedy,Drama",6.7,4882
tt0105619,movie,The Heroic Trio,1993,"Action,Fantasy,Thriller",6.6,4881
tt0292886,movie,Eight Hundred Bullets,2002,"Action,Adventure,Comedy",6.3,4881
tt0369918,movie,Shallow Ground,2004,"Horror,Thriller",4.9,4881
tt4550420,movie,My Blind Brother,2016,"Comedy,Drama,Romance",6.0,4880
tt6735740,movie,Love in Kilnerry,2019,Comedy,5.6,4880
tt1675161,movie,"Guns, Girls and Gambling",2012,"Crime,Thriller",5.5,4880
tt2050633,movie,The Barrens,2012,Horror,4.6,4880
tt0250371,movie,The Other Side of Heaven,2001,"Adventure,Biography,Drama",6.2,4879
tt0411806,movie,Return of the Living Dead: Rave to the Grave,2005,"Comedy,Horror,Sci-Fi",3.3,4879
tt8359822,movie,Young Ahmed,2019,Drama,6.6,4878
tt1655461,movie,Wild Oats,2016,"Action,Adventure,Comedy",5.7,4878
tt0814331,movie,Spring Breakdown,2009,"Comedy,Romance",4.8,4878
tt1754811,movie,InAPPropriate Comedy,2013,Comedy,2.7,4878
tt1265598,movie,In the Gray,2012,"Crime,Drama",6.5,4877
tt5535942,movie,Küçük Esnaf,2016,Comedy,5.6,4877
tt0119576,movie,Another 9½ Weeks,1997,"Drama,Romance",3.0,4877
tt1048174,movie,The World Unseen,2007,"Drama,Romance",6.6,4876
tt0486321,movie,Fly Me to the Moon 3D,2007,"Adventure,Animation,Family",4.5,4876
tt0092558,movie,Motherland Hotel,1987,"Crime,Drama,Thriller",7.5,4874
tt2244947,movie,Can't Complain,2007,"Comedy,Drama,Mystery",7.5,4874
tt0376181,movie,Shadows in the Sun,2005,"Comedy,Drama,Romance",6.6,4874
tt1672845,movie,Tonight You're Mine,2011,"Comedy,Drama,Music",6.5,4874
tt3480886,movie,Ma ma,2015,Drama,6.4,4874
tt3331028,movie,Imperial Dreams,2014,Drama,6.7,4871
tt3077108,movie,Appropriate Behavior,2014,"Comedy,Drama,Romance",6.5,4870
tt0110186,movie,Jason's Lyric,1994,"Crime,Drama,Romance",6.6,4869
tt0821470,movie,The City of Violence,2006,"Action,Crime,Thriller",6.6,4869
tt9426186,movie,Revenger,2018,"Action,Crime,Thriller",5.7,4866
tt0099768,movie,Hidden Agenda,1990,"Drama,Thriller",6.9,4865
tt0220623,movie,Executive Protection,2001,"Action,Crime,Thriller",6.3,4865
tt14189076,movie,Declaration,2022,Drama,6.4,4864
tt0459880,movie,Lady Chatterley,2006,"Drama,Romance",6.7,4863
tt10062614,movie,Guilty,2020,"Drama,Thriller",5.4,4863
tt2226495,movie,Not Safe for Work,2014,Thriller,5.8,4862
tt0097125,movie,Criminal Law,1988,"Crime,Drama,Thriller",5.7,4862
tt0436262,movie,Ellie Parker,2005,"Comedy,Drama",5.6,4861
tt0117359,movie,Ponette,1996,Drama,7.5,4859
tt0405149,movie,Mom's Guest,2004,"Comedy,Drama",7.2,4859
tt0083629,movie,The Beast Within,1982,Horror,5.6,4858
tt0432314,movie,Leningrad,2009,"Drama,War",6.0,4856
tt3544218,movie,Belgica,2016,Drama,6.7,4854
tt0160620,movie,Oxygen,1999,"Action,Crime,Drama",6.0,4854
tt4003046,movie,Incir Reçeli 2,2014,"Drama,Romance",6.0,4852
tt0387596,movie,Silmido,2003,"Action,Drama",7.0,4850
tt1274296,movie,Listen to Your Heart,2010,"Drama,Music,Romance",6.9,4850
tt21440188,movie,Office Invasion,2022,"Action,Comedy,Horror",4.4,4850
tt0420076,movie,Pokémon: Jirachi - Wish Maker,2003,"Action,Adventure,Animation",5.7,4847
tt0330111,movie,The Calcium Kid,2004,"Comedy,Sport",5.6,4847
tt0190506,movie,Killer 2,1999,"Comedy,Crime",6.7,4846
tt6958014,movie,Duck Butter,2018,"Comedy,Drama,Romance",5.2,4846
tt1528734,movie,Food Matters,2008,Documentary,7.6,4845
tt0096875,movie,Catchfire,1990,"Action,Comedy,Crime",5.3,4845
tt0116754,movie,Prisoner of the Mountains,1996,"Drama,War",7.5,4843
tt3065132,movie,He Named Me Malala,2015,"Biography,Documentary",7.0,4843
tt3270108,movie,Jackie & Ryan,2014,"Drama,Family,Music",5.9,4843
tt0756703,movie,Feel the Noise,2007,"Drama,Music",3.0,4843
tt10199974,movie,Pareeksha,2020,Drama,8.0,4842
tt2357788,movie,Bridegroom,2013,Documentary,8.0,4842
tt0111543,movie,"Little Indian, Big City",1994,"Adventure,Comedy,Romance",5.7,4842
tt0086026,movie,Extra Terrestrial Visitors,1983,"Drama,Fantasy,Horror",2.1,4842
tt0285665,movie,Kuruthipunal,1995,"Action,Drama,Thriller",8.5,4839
tt8472964,movie,Chintu Ka Birthday,2020,"Comedy,Drama,War",7.7,4839
tt0124770,movie,Patlabor 2: The Movie,1993,"Action,Animation,Drama",7.5,4838
tt9015188,movie,Bumperkleef,2019,"Action,Horror,Thriller",5.7,4837
tt0084422,movie,The Night of the Shooting Stars,1982,"Drama,Fantasy,Romance",7.2,4833
tt4067106,movie,According to Ben Adams,2016,Drama,6.0,4828
tt0111793,movie,Yeh Dillagi,1994,"Comedy,Drama,Musical",5.9,4828
tt35518081,movie,Ask Sadece Bir An,2025,Romance,4.4,4828
tt0377079,movie,Izo,2004,"Action,Drama,Fantasy",6.0,4825
tt11773456,movie,Naandhi,2021,"Crime,Drama,Thriller",7.8,4822
tt0421974,movie,Sky Fighters,2005,"Action,Adventure,Drama",5.7,4822
tt0276501,movie,Beijing Bicycle,2001,Drama,7.2,4820
tt4211312,movie,The White King,2016,"Drama,Sci-Fi",5.5,4819
tt0106937,movie,The Legend of Fong Sai-Yuk 2,1993,"Action,Adventure,Comedy",6.9,4818
tt4948452,movie,The Student and Mister Henri,2015,"Comedy,Drama",6.7,4818
tt1202540,movie,Dil Bole Hadippa,2009,"Comedy,Drama,Romance",4.7,4818
tt1220220,movie,Motherhood,2009,"Comedy,Drama",4.6,4818
tt5648036,movie,S.M.A.R.T. Chase,2017,"Action,Thriller",4.4,4818
tt9248934,movie,Marjaavaan,2019,"Action,Drama,Romance",3.7,4818
tt0407246,movie,Duck Season,2004,"Comedy,Drama",7.2,4816
tt6463320,movie,Zana,2019,"Drama,Horror,Mystery",7.1,4816
tt0103872,movie,Brain Donors,1992,Comedy,6.9,4816
tt14687418,movie,The Tank,2023,"Horror,Mystery,Thriller",4.6,4816
tt0301684,movie,Once Upon a Time in the Midlands,2002,"Comedy,Drama,Romance",6.1,4815
tt0118852,movie,Chinese Coffee,2000,Drama,7.1,4814
tt14960612,movie,See You on Venus,2023,"Drama,Romance",6.1,4814
tt0330069,movie,Blue Collar Comedy Tour: The Movie,2003,"Comedy,Documentary",7.1,4813
tt0088242,movie,Teachers,1984,"Comedy,Drama",6.1,4813
tt0174931,movie,Frivolous Lola,1998,"Comedy,Romance",5.1,4813
tt6652708,movie,God's Not Dead: A Light in Darkness,2018,Drama,4.5,4813
tt0120522,movie,Winter Sleepers,1997,"Drama,Romance,Thriller",7.1,4811
tt10993078,movie,Boneyard,2024,"Action,Crime,Drama",4.1,4811
tt1754920,movie,Yeh Saali Zindagi,2011,"Crime,Drama,Thriller",7.4,4810
tt6014472,movie,S.W.A.T.: Under Siege,2017,"Action,Thriller",4.6,4810
tt0425027,movie,Flywheel,2003,Drama,6.6,4809
tt1664806,movie,Raavanan,2010,"Action,Adventure,Drama",6.9,4808
tt0990404,movie,Chop Shop,2007,Drama,7.2,4806
tt33030375,movie,The New Year That Never Came,2024,"Drama,History",8.2,4804
tt6212984,movie,Parava,2017,"Action,Comedy,Drama",8.0,4804
tt3097396,movie,What Josiah Saw,2021,"Horror,Thriller",6.2,4803
tt0087247,movie,Fear City,1984,"Crime,Drama,Mystery",5.7,4803
tt13131636,movie,Velle,2021,"Comedy,Crime,Drama",5.7,4802
tt2231489,movie,Saint Seiya: Legend of Sanctuary,2014,"Action,Animation,Fantasy",5.4,4802
tt0094868,movie,Chocolat,1988,Drama,7.3,4801
tt3496334,movie,For Some Inexplicable Reason,2014,"Comedy,Drama",7.4,4800
tt11087960,movie,Playground,2021,Drama,7.3,4800
tt0160513,movie,A Map of the World,1999,Drama,6.5,4800
tt0263734,movie,Men with Brooms,2002,"Comedy,Drama,Romance",5.9,4800
tt4917224,movie,9/11,2017,"Action,Thriller",4.5,4800
tt4631532,movie,Our Lovers,2016,"Comedy,Drama,Romance",6.7,4799
tt0425426,movie,Sans Kapiyi Kirinca,2005,Comedy,6.3,4799
tt0116763,movie,Khamoshi the Musical,1996,"Drama,Musical,Romance",7.4,4798
tt0110490,movie,Men of War,1994,"Action,Drama,Thriller",5.6,4798
tt7581552,movie,Unda,2019,"Action,Comedy,Thriller",7.7,4797
tt0362771,movie,Ishq Vishk,2003,"Comedy,Romance",6.1,4797
tt0974977,movie,Bad Biology,2008,"Comedy,Horror",4.7,4797
tt9364684,movie,Debt Fees,2019,Comedy,1.5,4795
tt0255289,movie,Kaalapani,1996,"Action,Drama,History",8.5,4794
tt1105747,movie,Yuvvraaj,2008,"Comedy,Drama,Musical",4.1,4794
tt0101733,movie,Dil Hai Ki Manta Nahin,1991,"Adventure,Comedy,Drama",7.2,4793
tt5598110,movie,In the Shadow of Iris,2016,"Drama,Thriller",6.1,4793
tt1068953,movie,House of Good and Evil,2013,Thriller,5.1,4793
tt0996966,movie,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,"Documentary,History",7.6,4790
tt10101702,movie,My Little Pony: A New Generation,2021,"Adventure,Animation,Comedy",6.8,4790
tt0096827,movie,Apoorva Sagodharargal,1989,"Action,Comedy,Drama",8.3,4789
tt1174042,movie,The Myth of the American Sleepover,2010,"Comedy,Drama,Romance",6.3,4789
tt10443846,movie,Yeh Saali Aashiqui,2019,"Drama,Romance,Thriller",7.8,4788
tt3722234,movie,Gosnell: The Trial of America's Biggest Serial Killer,2018,"Biography,Crime,Drama",6.5,4788
tt1525836,movie,Gantz: Perfect Answer,2011,"Action,Adventure,Drama",6.2,4788
tt1638894,movie,Delta Zulu,2012,"Action,Drama,War",5.6,4788
tt0263743,movie,Billionaire,1987,"Comedy,Drama",7.5,4787
tt0089753,movie,Holly - The Movie,1984,"Comedy,Drama,Romance",6.4,4785
tt0097166,movie,Dead Bang,1989,"Action,Crime,Drama",6.1,4785
tt0339419,movie,The Mudge Boy,2003,"Crime,Drama,Romance",7.1,4784
tt11468258,movie,FIR,2022,\N,6.9,4784
tt1170393,movie,Tambourine,2008,"Comedy,Drama",6.9,4783
tt0089243,movie,Gymkata,1985,"Action,Thriller",4.4,4783
tt0454065,movie,The Aerial,2007,"Drama,Fantasy,Sci-Fi",7.3,4782
tt13391696,movie,Cold Case,2021,"Horror,Mystery,Thriller",6.1,4782
tt5151716,movie,Tony Robbins: I Am Not Your Guru,2016,Documentary,6.6,4781
tt14986012,movie,12th Man,2022,"Crime,Drama,Mystery",6.8,4780
tt0093744,movie,The New Adventures of Pippi Longstocking,1988,"Adventure,Family,Fantasy",5.9,4780
tt2051941,movie,Men in Hope,2011,"Comedy,Drama,Romance",7.0,4779
tt0323298,movie,The Mother,2003,"Drama,Romance",6.7,4779
tt2290065,movie,100 Bloody Acres,2012,"Comedy,Horror",6.0,4779
tt1451763,movie,Villu,2009,"Action,Comedy,Drama",3.6,4779
tt0378407,movie,My Date with Drew,2004,Documentary,6.5,4778
tt7439064,movie,The Rising Hawk,2019,"Action,Drama,History",5.8,4778
tt6859418,movie,Family is Family,2018,Comedy,5.8,4777
tt1464535,movie,Cold Prey III,2010,"Horror,Thriller",5.1,4777
tt7264080,movie,"I Love You, Daddy",2017,"Comedy,Drama",6.3,4775
tt19848268,movie,Fear the Night,2023,"Action,Horror,Thriller",4.8,4775
tt6394430,movie,For Good Old Times,2018,"Comedy,Drama",5.5,4773
tt8015444,movie,Last and First Men,2020,"Fantasy,Mystery,Sci-Fi",6.7,4772
tt13829262,movie,Rubikon,2022,"Drama,Sci-Fi,Thriller",5.0,4772
tt1921078,movie,Saint Petersburg,2010,"Comedy,Crime,Drama",6.4,4771
tt0469640,movie,Bathory: Countess of Blood,2008,"Biography,Drama,Fantasy",5.7,4769
tt23642744,movie,Night of the Hunted,2023,"Crime,Drama,Horror",5.2,4769
tt0096193,movie,Sunset,1988,"Comedy,Crime,Drama",5.7,4768
tt0081693,movie,The Pumaman,1980,"Action,Adventure,Crime",2.3,4768
tt4239726,movie,Tanna,2015,"Adventure,Drama,Romance",6.9,4767
tt2204379,movie,The Devil's Carnival,2012,"Horror,Musical",5.9,4767
tt5779372,movie,An Interview with God,2018,"Drama,Mystery",5.8,4767
tt4779326,movie,The Water Man,2020,"Adventure,Drama,Family",5.6,4767
tt1863192,movie,Corn Island,2014,"Drama,War",7.5,4766
tt2179231,movie,The Bromley Boys,2018,Comedy,6.2,4766
tt10994688,movie,The Binge,2020,Comedy,5.3,4766
tt2355540,movie,Cutie and the Boxer,2013,"Biography,Documentary",7.2,4764
tt10550884,movie,The Divine Fury,2019,"Action,Horror,Thriller",6.3,4762
tt0326900,movie,Good Boy,2003,"Comedy,Drama,Family",5.1,4762
tt0091214,movie,Man Facing Southeast,1986,"Drama,Mystery,Sci-Fi",7.6,4761
tt1300563,movie,The Age of Stupid,2009,"Documentary,History,News",7.0,4761
tt0114317,movie,Sabse Bada Khiladi,1995,"Action,Crime,Thriller",5.9,4761
tt2980554,movie,The Girl in the Book,2015,Drama,6.1,4758
tt2943178,movie,Mad Heidi,2022,"Action,Adventure,Comedy",5.5,4757
tt2073086,movie,Still Mine,2012,Drama,7.4,4756
tt14967472,movie,Of an Age,2022,"Drama,Romance",7.1,4755
tt0089731,movie,One Magic Christmas,1985,"Family,Fantasy",6.4,4755
tt23664710,movie,Kutch Express,2023,"Drama,Family",6.9,4754
tt4702346,movie,Scott and Sid,2021,"Comedy,Drama",5.9,4753
tt1852036,movie,Mr Perfect,2011,"Comedy,Drama,Romance",7.0,4752
tt0486028,movie,Thr3e,2006,"Horror,Mystery,Thriller",4.9,4751
tt2753778,movie,The Death of Superman Lives: What Happened?,2015,"Documentary,Sci-Fi",7.1,4750
tt0109321,movie,Troublemakers,1994,"Comedy,Family,Western",6.0,4750
tt1874522,movie,Here Without Me,2011,Drama,7.8,4748
tt3485166,movie,The Pirates,2014,"Action,Adventure,Comedy",6.5,4747
tt0829098,movie,When Did You Last See Your Father?,2007,"Biography,Drama",6.8,4744
tt6910006,movie,End of Sentence,2019,"Adventure,Drama",6.6,4744
tt2378191,movie,The Haunting of Helena,2012,"Horror,Thriller",4.6,4744
tt8722252,movie,Çakallarla Dans 5,2018,Comedy,3.8,4744
tt0204932,movie,A Summer Tale,2000,"Comedy,Drama,Family",7.3,4743
tt4219130,movie,Psycho-Pass: The Movie,2015,"Action,Animation,Crime",7.1,4741
tt10935560,movie,Dark Glasses,2022,"Horror,Mystery,Thriller",5.2,4740
tt1781812,movie,Exit Humanity,2011,"Drama,Horror",5.2,4739
tt0825283,movie,Maximum Ride,2016,"Action,Adventure,Comedy",3.6,4738
tt2130242,movie,Tere Naal Love Ho Gaya,2012,"Comedy,Drama,Romance",5.9,4736
tt1433816,movie,Metastases,2009,"Crime,Drama,Sport",7.8,4735
tt3903852,movie,Vigilante Diaries,2016,"Action,Crime,Thriller",4.1,4735
tt1987018,movie,A Happy Event,2011,"Comedy,Drama",6.5,4734
tt14633464,movie,Desperation Road,2023,"Crime,Drama,Thriller",5.8,4734
tt1773109,movie,Yamla Pagla Deewana,2011,"Action,Comedy,Drama",5.7,4731
tt6223974,movie,The Farthest,2017,"Documentary,History",8.1,4729
tt3125652,movie,Pasolini,2014,"Biography,Drama",5.9,4729
tt3957956,movie,12 Rounds 3: Lockdown,2015,"Action,Crime,Thriller",5.1,4729
tt0122227,movie,Treasure Island. Captain Flint's Map,1989,"Adventure,Animation,Comedy",8.1,4728
tt0810868,movie,Free Rainer,2007,"Comedy,Drama",6.7,4727
tt1546036,movie,The Drawn Together Movie!,2010,"Animation,Comedy,Mystery",6.1,4727
tt10047958,movie,Bad President,2021,"Comedy,Fantasy",3.5,4727
tt2406676,movie,Ek Thi Daayan,2013,"Horror,Romance,Thriller",5.7,4726
tt0087472,movie,The Initiation,1984,"Horror,Mystery,Thriller",5.6,4726
tt6313158,movie,Olanlar Oldu,2017,Comedy,6.2,4725
tt34896026,movie,Legally Veer,2024,"Drama,Thriller",7.9,4723
tt15507512,movie,The Piano Lesson,2024,"Drama,Music",6.2,4723
tt0311361,movie,Jesus Christ Vampire Hunter,2001,"Action,Comedy,Horror",4.9,4723
tt0477731,movie,Syndromes and a Century,2006,Drama,7.3,4722
tt5304996,movie,The Standoff at Sparrow Creek,2018,"Crime,Drama,Thriller",6.1,4722
tt9316022,movie,Struggle: The Life and Lost Art of Szukalski,2018,"Biography,Documentary",7.9,4721
tt3239442,movie,The 10 Year Plan,2014,"Comedy,Romance",6.1,4720
tt5176252,movie,Holy Camp!,2017,Musical,6.1,4720
tt1911607,movie,Nova Zembla,2011,"Drama,History",5.8,4720
tt0435286,movie,Pokémon the Movie: Destiny Deoxys,2004,"Action,Adventure,Animation",6.1,4719
tt0469849,movie,Too Beautiful,2005,Comedy,1.7,4719
tt1578261,movie,Break Ke Baad,2010,"Comedy,Drama,Romance",5.2,4718
